,0,aspect,prediction
646,the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (i prefer it dark) or if you can crank up the brightness.,DISPLAY|DISPLAY,reflectiveness!inconvenience|display!inconvenience|environment!controlled-lighting
647,the statement of 7 hour-battery-life is not just mere exaggeration -- it's a lie.,BATTERY,
648,i challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY,|use!normal
649,the first full charge of this battery got me only about 2 full hours.,BATTERY,|charge!first|battery!first
650,enabling the battery-timer is useless.,BATTERY,battery-timer!useless
651,"the ""time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY,
652,it's so bad that i'm thinking i only got half a battery or something.,BATTERY,
653,i know what 7 hrs of battery looks like.,BATTERY,
654,my only other complaint is that it gets really hot.:-),LAPTOP,
655,"if you buy this - don't go into it expecting 7 hrs of battery-life, and you'll be perfectly satisfied.",BATTERY|LAPTOP,
656,"the pro is a great product, i wish that the 13 inch models came with the intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP|CPU|LAPTOP|LAPTOP,product!great|pro!great|edge!comfortable|wish!pro
657,other than that its a great performing machine and well meets all my needs and more.,LAPTOP|LAPTOP,machine!great
658,great product by apple with the new great looking design.,LAPTOP|LAPTOP|COMPANY,product!great|apple!great|design!new
659,"i actually had the hard drive replaced twice, the mother-board once, the dvd-drive twice, then they finally agreed to replace it, (all of this in less than 1 1/2 years!)only to get another ""hp/compaq"" piece of crap.",HARD_DISC|MOTHERBOARD|OPTICAL_DRIVES|SUPPORT|LAPTOP,drive!hard
660,"it was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP|HARDWARE,
661,"so, buyers beware!",LAPTOP,
662,"it is made better, thicker, and all out tough!",LAPTOP|LAPTOP,
663,i droped this once from thetable when my baby-girl grabed me one day and it is still working with no issues!,LAPTOP,
664,"i love the easy to see screen, and it works well for work, persoal or just play.",DISPLAY|LAPTOP,
665,i tell everyone i see out looking to get this or another toshiba.,LAPTOP|COMPANY,
666,my friends or children use that when they need to borrow the net =) when i out grow this meaning when its old and my oldest child is ready for one she will get this one and i will be buying only toshiba!,COMPANY,child!ready|=-RRB-!net
667,"i just love this lap-top, i just wish it were all silver or they had all black.",LAPTOP|LAPTOP,
668,that is my only complaint!,LAPTOP,
669,love this laptop wonderful price for what you get!,LAPTOP|LAPTOP,price!love|laptop!love|love!wonderful
670,would pay more for it if i had too!,LAPTOP|LAPTOP,
671,i recently purchased the mini and absolutely love it!,LAPTOP,
672,it meets all my needs for work and pleasure while traveling.,LAPTOP|LAPTOP,
673,i am totally satisfied with my little toshie!,LAPTOP,|toshie!little
674,from the moment i opened the box to the present it has been a great joy.,LAPTOP,
675,"it is always reliable, never bugged and responds well.",LAPTOP|LAPTOP,
676,i love the operating-system and the preloaded software.,OS|SOFTWARE,operating-system!love|software!love
677,this machine delivers.,LAPTOP,
678,it is also extremely pleasing to the eyes without looking too much like an alienware gaming-machine.,LAPTOP,
679,it is a bit heavy.,LAPTOP,
680,it would be a load on long trips where a lot of walking is required.,LAPTOP,|load!long
681,had some trouble finding a case that it would fit in.,LAPTOP,
682,"this is an over-sized, 18-inch laptop.",LAPTOP,|laptop!over-sized
683,it wouldn't fit in most 17-inch bags.,LAPTOP,
684,i was disappointed when i realized that the keyboard doesn't light up on this model.,KEYBOARD,|keyboard!light|model!keyboard
685,it also does not have bluetooth.,LAPTOP,
686,you'll need to upgrade and pay a little more for them.,LAPTOP,
687,"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.",LAPTOP,|performance!other
688,"overall, still a very nice machine.",LAPTOP,machine!nice
689,boots up fast and runs great!,LAPTOP,
690,i'm pleased.,LAPTOP,
691,the acer one compuer is a great computer.,LAPTOP,computer!great|compuer!great|acer!computer
692,i didn't want to buy a generic brand-computer but it is really nice.,LAPTOP|COMPANY,
693,"its fast, has high definition-quality in the videos.",LAPTOP|DISPLAY,definition-quality!fast
694,the pictures are clear as can be.,DISPLAY,
695,"if i had to buy another computer, i would most definetly buy an acer one computer.",LAPTOP|COMPANY,
696,"heck, if i had enough ' money, i would but it as a gift for someone.",LAPTOP,money!enough
697,im glad that it has such great features in it.,LAPTOP,im!glad
698,it also came with a built it web-cam which is great because i can see an communicate with my family members back home.,LAPTOP,
699,clear picture on it and everything.,DISPLAY,picture!clear
700,"the one down side to it is that when i play a certin-game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.",LAPTOP|LAPTOP,thing!bad|computer!bad
701,"the acer one computer that i bought is 17 ince-screen and its hard to find lap top bags for it, but i like the big screen on it.",DISPLAY|LAPTOP,lap!top|screen!big
702,its good for playing my apps on facebook or watching movies.,LAPTOP,
703,im very happy with this computer!,LAPTOP,im!happy|computer!im
704,it's solid.,LAPTOP,
705,love the stability of the mac software and operating-system.,SOFTWARE|OS,stability!love|software!love|operating-system!software
706,the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,SOFTWARE|SOFTWARE|SOFTWARE,lot!downfall|software!downfall|mac!worth|iwork!mac
707,it seems to be incompatible with everything else.,SOFTWARE,
708,but the machine is awesome and ilife is great and i love snow leopard x.,LAPTOP|SOFTWARE|OS,machine!awesome|ilife!great|x.!ilife
709,i love to use it it is esay and light.,LAPTOP|LAPTOP|LAPTOP,
710,this laptop is durable and it is easy to travel with.,LAPTOP|LAPTOP,laptop!durable
711,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,LAPTOP,
712,this laptop is great for work and doing my pictures.,LAPTOP,laptop!great|work!laptop
713,"i am a huge computer-person i love-anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",LAPTOP,love-anykind!happy|computer-person!huge|computer!huge
714,the programs are esay to use and are quick to process this computer works like a charm.,SOFTWARE|SOFTWARE|LAPTOP,
715,i can use it for all of my needs.,LAPTOP,
716,i give this laptop a five star-review i love it and it has done chams for me.,LAPTOP,|star-review!laptop|laptop!star-review
717,if this computer every breaks down on me i will most definatly get the same one again.,LAPTOP,computer!breaks
718,i think that anyone looking for a good durrable laptop then this is the way to go.,LAPTOP|LAPTOP,laptop!good
719,from the second you open the box you will fall in love with this computer!,LAPTOP,|box!open
720,the os is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS|OS,os!fast|day!os
721,"the track-pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track-pad, awesome thinking apple!",MOUSE|MOUSE|COMPANY,apple!awesome|thinking!awesome
722,"the os is also very user friendly, even for those that switch from a pc, with a little practice you can take full advantage of this os!",OS,user!friendly|os!friendly|practice!little|practice!friendly|advantage!user
723,apple continues to shine and provide a much more enjoyable computer-experience!,COMPANY|LAPTOP,computer-experience!shine
724,"from the start, when you open the box you see a completely different class of machine.",LAPTOP,|box!open|machine!different|class!different
725,the ease in which you set everything up is such that a child could do it.,LAPTOP,|ease!such
726,"the screen is bright and clear, the operating-system is solid and friendly to a novice.",DISPLAY|OS|OS,screen!bright|operating-system!solid
727,"fast, fast and fast, the web pages just fly by.",LAPTOP,
728,"i had my iworks, itunes, email, ms office, network and printers set up and completely working perfectly within an hour.",LAPTOP|LAPTOP|LAPTOP,
729,that includes transferring my music and movies.,LAPTOP,
730,good bye blue screen and critical errors!!!!,LAPTOP,screen!good|bye!good
731,skype is just so dang cool with this machine too.,SOFTWARE,|skype!dang|cool!skype
732,"if your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP|LAPTOP,anything!worth|time!worth
733,it is light and the battery last a very long time.,LAPTOP|BATTERY,|battery!last|time!battery
734,very fast boot up and shut down.,LAPTOP,
735,"let me tell you, this machine is great.",LAPTOP,machine!great
736,"purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",LAPTOP,|laptop!everyday
737,"i thought learning the mac os would be hard, but it is easily picked up if you are familiar with a pc.",OS,
738,the most amazing part to me as a pc user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP,part!amazing|user!amazing|startup!part|shutdown!startup|fact!part
739,the only time i have restarted is during system updates.,LAPTOP,|time!only|system!time
740,great machine if you want to drop the cash for one.,LAPTOP,machine!great
741,"ok, this is probably the best laptop-series ever devised by apple.",LAPTOP,ok!best
742,the case is carved out of a single block of aluminum.,LAPTOP,|block!single|aluminum!single
743,"the processor screams, and because of the unique way that apple osx 16 functions, most of the graphics are routed through the hardware rather than the software.",CPU|OS|GRAPHICS,|way!unique|processor!way
744,i have recommended this laptop to everyone i know who is buying one.,LAPTOP,laptop!recommended|everyone!recommended
745,"i like it so much, i bought another just for my wife.",LAPTOP,
746,took it back as it was defective.,LAPTOP,
747,page just disapeared after you got yahoo or downloaded something.,LAPTOP,
748,couldn't keep a page up you were working on!,LAPTOP,
749,was a great deal i will give that.,LAPTOP,deal!great
750,the laptop preformed pretty well.,LAPTOP,|laptop!preformed
751,it cant fuction well with lots of webpages open at once.,LAPTOP,
752,it has times were it freezes for 10 seconds and then starts again.,LAPTOP,
753,"the mouse on the pad, the left button always sticks.",MOUSE,|button!left|mouse!button
754,the mouse is way-way-way to sensitve.,MOUSE,|mouse!way-way-way|sensitve!mouse
755,i tried turning it done but it did nothing.,MOUSE,
756,the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE|MOUSE,
757,its not bad just very very annoying.,MOUSE,
758,think i would spend little extra to get a better made laptop.,LAPTOP,
759,i am very happy with this laptop.,LAPTOP,
760,for the price and what i get out of it has exceeded my expectations.,LAPTOP|LAPTOP,
761,i always have used a tower home pc and jumped to the laptop and have been very satisfied with its performance.,LAPTOP,
762,amazing quality!,LAPTOP,quality!amazing
763,plus stylish.,LAPTOP,
764,"the big screen allows you to enjoy watching movies , pictures and etc!",DISPLAY,|screen!big
765,"the flaws are, this computer is not for computer gamers because of the os x.",LAPTOP|OS,computer!flaws
766,mac is not made for gaming.,LAPTOP,
767,but there's this application called boot camp which allows you to add another os x like windows.,SOFTWARE,
768,"second, it gets scratches easily and when it gets old some thing may operated",LAPTOP|LAPTOP,|thing!old
769,was not happy with one of the programs on it.,SOFTWARE,
770,"it was not clear that the microsoft student edition that was loaded on the computer, was a six month-trial.",SOFTWARE,
771,"also, the extended warranty was a problem.",WARRANTY,warranty!problem|problem!extended
772,the extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,WARRANTY,warranty!available
773,"overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP|DISPLAY|LAPTOP,computer!easy|screen!perfect|daughter!loves
774,i finally decided on this laptop because it was the right price for what i need it.,LAPTOP|LAPTOP,price!right
775,"i did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before i purchased.",LAPTOP,
776,so i'm disappointed in that because communicating with my relatives out of the area is a priority.,LAPTOP,priority!disappointed
777,i just hope the reputation that toshiba has is true and i won't have to worry about a crash.,COMPANY,|reputation!true
778,i bought this emachines notebook pc in january of this year and i am highly dissatisfied with it.,LAPTOP,
779,the internet explorer was very slow from the very beginning.,SOFTWARE,explorer!slow|internet!slow
780,"it freezes, and it always shows that there is an error, so i have to restart it a few times every time i use it.",SOFTWARE,
781,i tried to upgrade it to a newer version a couple of months ago and i still have the same problem.,SOFTWARE,version!problem|problem!version
782,"well, i started using google chrome, which is a little better, but it freezes too sometimes.",SOFTWARE,
783,"this notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP,
784,another issue i have with it is the battery.,BATTERY,battery!issue
785,maybe three or four months ago it started blinking all of the sudden.,BATTERY,
786,"there is a small red circle next to it with a x in the middle, and when i click on it it says: "" consider replacing your battery"" and it does not hold full charge.",BATTERY|BATTERY,|circle!small|charge!full
787,"it is not even a year old yet, so i would definitely not recommend it to anyone.",LAPTOP|LAPTOP,year!recommend
788,don't waste your money!,LAPTOP,money!waste
789,the laptop is gorgeous.,LAPTOP,laptop!gorgeous
790,"it is sleek, smooth, and lightweight.",LAPTOP|LAPTOP,
791,it is easily portable and i take it everywhere i go and might require internet-access.,LAPTOP,
792,the screen is very large and crystal clear with amazing colors and resolution.,DISPLAY|DISPLAY,resolution!amazing|screen!large
793,the processor is very quick and effective as i load webpages and applications.,CPU,|processor!quick
794,it is quiet and a real joy to watch work.,LAPTOP|LAPTOP,joy!work
795,i love it and will probably get another one when this goes to the laptop in the sky!!,LAPTOP,
796,overall this laptop is great.,LAPTOP,laptop!great
797,"it has plenty of memory, lots of hard drive, and great graphics.",MEMORY|HARD_DISC|GRAPHICS,drive!hard|plenty!great
798,it runs very quiet too which is a plus.,LAPTOP,
799,the only bad thing about it is they give you the worst batteries possible.,BATTERY,thing!bad
800,they only stay charged a little over an hour.,BATTERY,|hour!little
801,"laptops are usually used on the go, so why not give you a better battery?",BATTERY,battery!better
802,the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing.,CPU|CPU,|computing!heavy|hd!heavy
803,the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv.,LAPTOP|LAPTOP,notebook!lacking|hdmi!lacking|port!lacking|port!lacking|s-video!port
804,it is a cheap throw together.,LAPTOP,
805,save your money and go for a better device.,LAPTOP,device!better
806,this laptop is a great price and has a sleek look.,LAPTOP|LAPTOP,price!great|laptop!great|look!sleek
807,runs smooth and quick.,LAPTOP,
808,"i wish it had a webcam though, then it would be perfect!",LAPTOP|LAPTOP,
809,i love my new computer!,LAPTOP,computer!love
810,its fast and another thing i like is that it has three usb ports.,LAPTOP|LAPTOP,
811,i love to write and play with graphics and html-programming and my new toshiba works great on both!,LAPTOP,toshiba!works
812,thank you for your great product!,LAPTOP|COMPANY,product!great
813,everything about this computer is easy to use.,LAPTOP,everything!easy|computer!easy
814,wonderful features.,LAPTOP,
815,the only thing is that the battery won't last more than 1/2 an hour.,BATTERY,|thing!only|battery!last|hour!battery
816,it discharges too quickly.,BATTERY,
817,"kind of annoying, but i still love the laptop.",LAPTOP,laptop!love|kind!laptop
818,it has good speed and plenty of hard drive-space.,LAPTOP|HARD_DISC,speed!good|plenty!good|drive-space!hard|drive-space!good
819,the only downfall is the volume-control.,MULTIMEDIA_DEVICES,volume-control!downfall
820,the wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES,wheel!work|time!real
821,i have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,
822,i bought my macbook a few months ago and it has been my baby ever since.,LAPTOP,
823,i love it so much.,LAPTOP,
824,"it has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",LAPTOP,use!good
825,"the best thing is even while doing almost ten or twenty things at once, it never slows down.",LAPTOP,thing!best
826,it's just as fast with one program open as it is with sixteen open.,LAPTOP,|program!open
827,it works exactly like it did the day i took it out of the box.,LAPTOP|LAPTOP,
828,great investment!,LAPTOP,investment!great
829,the price and features more than met my needs.,LAPTOP|LAPTOP,
830,the feature are good enough for what i need.,LAPTOP,feature!good|need!feature
831,i love my macbook pro!,LAPTOP,macbook!love
832,my laptop is almost 2yrs old and i have never had any problems with it.,LAPTOP,|laptop!old
833,if you are a pc user looking to convert i would highly recommend it!,LAPTOP,user!recommend|pc!recommend
834,it may take a little getting used to but you don't have to worry about viruses or other headaches.,LAPTOP|LAPTOP,
835,not to mention the fact that your mac comes fully loaded with all necessary basic programs.,LAPTOP,
836,i am addicted to photo-booth!,SOFTWARE,
837,it is so much fun to play with.,SOFTWARE,
838,i work with kids and they love making short videos on there.,SOFTWARE,
839,"i am able to organize my pics, music and files easily.",SOFTWARE,
840,if you have any creativity in you do yourself a favor and get a mac!,LAPTOP|COMPANY,
841,i love the keyboard.,KEYBOARD,keyboard!love
842,the display is awesome.,DISPLAY,display!awesome
843,only thing i would want to add to this is an internal bluray-read/write-drive.,LAPTOP,|thing!bluray-read/write-drive
844,but other than that i am blown away by all the features this laptop offers.,LAPTOP,
845,i think this computer is super lame.,LAPTOP,computer!lame
846,i dont understand how anyone can think this is a great product worth purchasing.,LAPTOP,product!great|purchasing!great
847,i decided to get this pile of crap on a whim and totally freaking regret it.,LAPTOP,regret!freaking
848,it doesnt work worth a damn.,LAPTOP,damn!work
849,the display is beyond horrible.,DISPLAY,display!horrible
850,i can not even read what i am writing half of the time.,DISPLAY,
851,"there are so many things wrong with this product, it just makes me want to set my self on fire!",LAPTOP,
852,i would totally recommend any other laptop over this pile of grabage.,LAPTOP,laptop!recommend|pile!laptop
853,not to mention it has shit gigs.,HARD_DISC,
854,i could not even put my entire music-collection on this garabage.,HARD_DISC,
855,do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC,|favor!few
856,"i bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",LAPTOP|MOUSE,|week!last|day!next
857,"got another 1, and same issue.",LAPTOP,
858,i am taking back today.,LAPTOP,
859,don't waste your money or time.,LAPTOP,money!waste|time!waste
860,"very dissappointed becase i have had toshibas for years, and never a issue.",LAPTOP|COMPANY,
861,stopped booting up less than a week after my one-year warranty was up.,LAPTOP|LAPTOP,|warranty!one-year
862,toshiba knows there is a manufacturing-defect but will not acknowledge it.,SUPPORT,
863,"apparently there is a manufacturing-defect, something with the amount of thermal paste.",LAPTOP,
864,toshiba will not acknowledge this problem.,SUPPORT,toshiba!problem|problem!toshiba
865,"when i called toshiba, they would not do anything and even tried to charge me $35 for the phone-call, even though they didn't offer any technical support.",SUPPORT|SUPPORT,
866,i loved the netbook (minus the fact that it was windows os) until this started happening.,OS|LAPTOP,netbook!loved|fact!loved
867,"but if you can't make your product last more than a year, you will not get my business again.",COMPANY|LAPTOP,
868,i've had my macbook pro for three years now and still love it!,LAPTOP,
869,"in those three years, i've had a couple of minor problems and both were resolved by apple quickly and easily.",SUPPORT,
870,"my power-supply-cord developed exposed wires within the first year of ownership, so it was covered by the applecare warranty-plan.",POWER_SUPPLY|WARRANTY,|year!first|ownership!first
871,"after a couple of years, my battery-life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",BATTERY|SUPPORT,|battery!particular|couple!battery-life|recall!particular
872,"in the three years i've had my macbook pro, i have never had a virus on my computer, and i do a lot of work on the internet.",LAPTOP,pro!virus|virus!pro|computer!pro
873,the ilife software that comes with the computer is so simple to use and produces a great finished product.,SOFTWARE|LAPTOP,product!great|software!simple|ilife!simple
874,i highly recommend this product!,LAPTOP,product!recommend
875,needs constant repair.,LAPTOP,
876,first the screen goes completely out.,DISPLAY,
877,"then hp sends it back to me with the hardware screwed up, not able to connect.",SUPPORT,
878,"now the screen is going darker, darker, darker.",DISPLAY,
879,hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,SUPPORT|WARRANTY,|hp!interested|netbook!new
880,"oh yeah, don't forget the expensive shipping to and from hp.",SHIPPING,shipping!expensive|hp!shipping
881,i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand.,SHIPPING|COMPANY,|netbook!new|course!different|brand!different
882,so far so good with this laptop.,LAPTOP,
883,"fan vents to the side, so no cooling-pad needed, great feature!",FANS_COOLING,feature!great
884,screen is crystal clear and the system is very responsive.,DISPLAY|LAPTOP,screen!clear|system!responsive
885,memory is upgradable.,LAPTOP,memory!upgradable
886,the only thing i would change about it is the mouse keys.,MOUSE,|thing!only|mouse!thing
887,they click.,MOUSE,
888,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",MOUSE|LAPTOP|LAPTOP,laptop!great|money!great|typewriter!laptop
889,i hate this one.,LAPTOP,
890,vista is a nightmare.,OS,vista!nightmare
891,no tutorials on the display.,LAPTOP,
892,the book is useless.,LAPTOP,book!useless
893,the machine has a bluray-player the book has no mention of it or how to connect it to your hdtv.,LAPTOP|LAPTOP,
894,thinking about returning it,LAPTOP,
895,the macbook is a fantastic laptop.,LAPTOP,laptop!fantastic|macbook!fantastic
896,you will love this macbook if you choose to buy it.,LAPTOP,macbook!love
897,the macbook rarely requires a hard reboot.,LAPTOP,reboot!hard|macbook!reboot
898,it just works flawlessly!,LAPTOP,
899,its hard to encounter a problem on a mac that would require such abrupt action.,LAPTOP,action!abrupt|mac!action
900,"i honestly love my mac, thats why i am a self proclaimed mac-addict.",LAPTOP|COMPANY,mac!love|self!love
901,this was purchased for my daughter and i was pleasantly surprised.,LAPTOP,
902,it had the full sized touch-pad with 2 buttons instead of just one.,MOUSE,
903,it made the computer much easier to use and navigate.,LAPTOP,computer!easier
904,keyboard was also very nice and had a solid feel.,KEYBOARD|KEYBOARD,keyboard!nice|feel!solid
905,this system came loaded with windows 7 starter.,OS,
906,"so far, so good.",LAPTOP,
907,"when i got this laptop in 2007 to help me with school, i had a hard time from beginning.",LAPTOP,time!hard
908,"i feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",LAPTOP,|plastic!different
909,quite simply this is the best laptop i have ever owned.,LAPTOP,laptop!best
910,"for me, five stars is not enough.",LAPTOP,
911,"i love the 15"" macbook pro.",LAPTOP,pro!love|macbook!love
912,"my parents bought it for me as a graduation-gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP,
913,it was very easy to just pick up and use--,LAPTOP,
914,it did not take long to get used to the mac os.,OS,
915,"i love the size because the screen is big enough for what i use it for (internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP|DISPLAY|LAPTOP,size!love|screen!big
916,"there are several programs for school or office-use (pages, numbers, keynote, etc.), music (garageband), photo-management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",SOFTWARE,|school!several|office-use!school|music!several|photo-management!music|video-editing!several|movie-making!video-editing|imovie!video-editing
917,the built-in webcam is great for skype and similar video-chat services.,MULTIMEDIA_DEVICES,webcam!great|skype!webcam|video-chat!skype
918,"itunes is a handy music-management-program, and it is essential for anyone with an ipod.",SOFTWARE|SOFTWARE,music-management-program!handy|anyone!music-management-program
919,"all-in-all, i would definitely recommend this product for nearly everyone.",LAPTOP,product!recommend|everyone!product
920,i love it!,LAPTOP,
921,they definitely have a superior product!,LAPTOP|COMPANY,product!superior
922,"its not just slow on the internet, its slow in general.",LAPTOP|LAPTOP,internet!slow
923,no i am generous calling it slow.,LAPTOP,
924,its more like a snail-crawl.,LAPTOP,
925,he can't stand it.,LAPTOP,
926,i can't begin to say how disappointed i am.,LAPTOP,
927,i should have spent an extra hundred bucks and got a full sized computer.,LAPTOP,|computer!full
928,"the key bindings take a little getting used to, but have loved the macbook pro.",KEYBOARD|LAPTOP,pro!loved|macbook!loved
929,delivery was early too.,SHIPPING,
930,it allows me to do everything i need from a computer and more.,LAPTOP,
931,"with awesome graphics and assuring security, it's perfect!",GRAPHICS|LAPTOP|LAPTOP,security!assuring
932,i'd recommend this laptop to anyone!,LAPTOP,laptop!recommend|anyone!laptop
933,the toshiba satellite laptop is  designed  to fail !,LAPTOP,
934,the board has a bad connector with the power-supply and shortly after warrenty expires the power-supply will start having issues.,MOTHERBOARD|POWER_SUPPLY,connector!bad|board!connector
935,toshiba is aware of the issue but unless the extended warrenty is bought toshiba will do nothing about it.,SUPPORT,|toshiba!aware|issue!toshiba|warrenty!extended|nothing!toshiba
936,i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after warrenty expired.,SUPPORT,warrenty!expired
937,then after paying for it to be examined i was told it was same problem cited on website but i'd have to pay anyways since it was past warrenty.,SUPPORT,warrenty!problem|problem!warrenty
938,"it has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP|HARD_DISC|LAPTOP,power!exceeded|storage!power|abilitiy!power
939,it is easy to navigate and update programs.,LAPTOP,
940,i've never had problems with viruses.,LAPTOP,
941,my next laptop will also be a mac!,COMPANY,|laptop!next|mac!next
942,i would like to tell you about the best laptop i just got from mac.,LAPTOP,laptop!best|laptop!like
943,my mac laptop is fabulous in both areas.,LAPTOP|MEMORY,laptop!fabulous|mac!fabulous
944,it gives me the power and speed that i need to run all the programs i use to edit.,LAPTOP,
945,"the final cut pro on this laptop is so fast and easy, and i can use this to seemlessly transfer all my work to my home-computer, which is also a mac.",SOFTWARE|SOFTWARE|LAPTOP,pro!fast|cut!fast|laptop!fast|home-computer!work
946,i would buy one of these for every person in my office if i could.,LAPTOP,
947,"in my line of work, i often have to take work-home, and this makes it so easy.",LAPTOP,
948,"i do transcription-work on the side, and the flatline keyboard makes typing quick and easy as well.",KEYBOARD|KEYBOARD,|keyboard!flatline|typing!quick
949,"the apple-care has never failed me, and i expect it to be the same for this computer as well.",SUPPORT,apple-care!failed
950,i will only buy apple laptops from now on.,COMPANY,
951,"great laptop for school, easy to use for beginners in the household.",LAPTOP|LAPTOP,laptop!great|school!great
952,keyboard is great but primary and secondary control buttons could be more durable.,KEYBOARD|KEYBOARD,keyboard!great|control!durable
953,battery life could be better but overall for the price and toshiba's reputation for laptops it's great!,BATTERY|LAPTOP|LAPTOP|COMPANY,life!better|battery!better
954,my macbook pro has been a huge disappointment.,LAPTOP,pro!disappointment|macbook!disappointment
955,"from the build quality to the performance, everything about it has been sub-par from what i would have expected from apple.",LAPTOP|LAPTOP,everything!sub-par|quality!everything
956,"the system constantly overheats, the battery-life is too short, the case is coming apart, and my core applications that i use every day in my work as a graphic artist-run poorly.",BATTERY|LAPTOP|SOFTWARE,|battery-life!short
957,i would not recommend this product to anyone.,LAPTOP,product!recommend|anyone!product
958,"screen is awesome, battery-life is good.",DISPLAY|BATTERY,screen!awesome
959,really like the textured surface which shows no fingerprints.,LAPTOP,
960,good laptop for the money.,LAPTOP|LAPTOP,laptop!good|money!good
961,"speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES,
962,they don't crash.,LAPTOP,
963,"if a website ever freezes (which is rare), its really easy to force quit.",LAPTOP,website!freezes
964,never been hacked.,LAPTOP,
965,no viruses.,LAPTOP,
966,"i have had to call with a few questions or issues and they have helped me for free, even without the warranty.",SUPPORT,
967,a mac is very easy to use and it simply makes sense.,LAPTOP,mac!easy
968,its also fun to use!,LAPTOP,
969,"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address-book on the ipod and ipad), imovie, etc.",SOFTWARE|SOFTWARE,
970,she said its very user friendly.,SOFTWARE,user!friendly
971,"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse-pad.",LAPTOP|LAPTOP|LAPTOP|KEYBOARD|MOUSE,mac!love|keyboard!fantastic|size!fast|mouse-pad!keyboard
972,"i am very happy i bought this mac, well worth the extra money.",LAPTOP|LAPTOP,|money!extra
973,now that i have it i see that i really needed this for much more.,LAPTOP,
974,"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",LAPTOP,|cut!final|dreamweaver!final|photoshop!safari|firefox!safari|messenger!photoshop|msn!photoshop|time!same|time!few
975,i have not had a problem with the applications quitting or freezing.,SOFTWARE,
976,i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP|LAPTOP,laptop!recommend|performance!recommend|cursing!enraged|anybody!laptop|door!laptop
977,that was my first apple product and since then i have been incredibly happy with every product of theirs i have bought.,COMPANY,product!happy|apple!first
978,my macbook pro is no exception.,LAPTOP,|exception!pro|macbook!exception
979,since i've had this computer i've only used the trackpad because it is so nice and smooth.,MOUSE|MOUSE,
980,i also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE|MOUSE,
981,"the computer runs very fast with no problems and the ilife software that comes with it (iphoto, imovie, iweb, itunes, garageband) is all very helpful as well.",SOFTWARE|LAPTOP,computer!helpful
982,i would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP|LAPTOP|LAPTOP,laptop!recommend|quality!great|anyone!laptop
983,shiny,LAPTOP,
984,this laptop is the best of the best!,LAPTOP,laptop!best
