,id,review,target,label,predict,term,polarity
325,519425:4,the place itself is beautiful the bar scene seems to be happening.,"place,bar scene","AMBIENCE,AMBIENCE",AMBIENCE,place,"positive,positive"
326,535171:1,not the typical nyc gimmick theme restaurant.,restaurant,AMBIENCE,,,positive
327,541532:0,cozy romantic atomosphere with only around 15 tables at most.,atomosphere,AMBIENCE,,,positive
328,561054:1,"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","main dining room,ceiling","AMBIENCE,AMBIENCE",FOOD|AMBIENCE|AMBIENCE|SERVICE|PRICES|SERVICE,hand|there|world|sitting|high|ever,"positive,positive"
329,561054:3,"i can't wait for summer, when they serve outside on their gigantic patio.",patio,AMBIENCE,FOOD|SERVICE,summer|wait,positive
330,584025:1,warm and friendly in the winter and terrific outdoor seating in the warmer months.,"NULL,outdoor seating","AMBIENCE,AMBIENCE",AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|PRICES,seating|warm|warm|terrific|friend|month,"positive,positive"
331,626269:2,the design and atmosphere is just as good.,"design,atmosphere","AMBIENCE,AMBIENCE",PRICES|AMBIENCE,good|atmosphere,"positive,positive"
332,632121:1,the jukebox plays everything from italian opera to the strokes.,jukebox,AMBIENCE,FOOD|FOOD,every|ever,positive
333,680390:0,"toons has recently been redone, so it's now a very attractive space.",Toons,AMBIENCE,,,positive
334,709294:1,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",outdoor seating,AMBIENCE,FOOD|AMBIENCE,delight|seating,positive
335,709294:2,indoor was very cozy and cute.,Indoor,AMBIENCE,,,positive
336,717570:1,the decor is very simple but comfortable.,decor,AMBIENCE,AMBIENCE,decor,positive
337,735448:1,"whoever the jazz duo was, they were on point.",jazz duo,AMBIENCE,SERVICE,ever,positive
338,737999:3,atmosphere is nice and relaxed too...,Atmosphere,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|nice,positive
339,875139:0,"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","scene,place,location","AMBIENCE,AMBIENCE,AMBIENCE",AMBIENCE|SERVICE|AMBIENCE,place|tuna|nice,"positive,positive,positive"
340,955711:2,love the atmosphere - felt like i was in paris.,atmosphere,AMBIENCE,AMBIENCE|AMBIENCE,like|atmosphere,positive
341,EVPK#10:1,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,restaurant,AMBIENCE,SERVICE|FOOD|SERVICE|PRICES,visit|warm|friend|really,positive
342,Z#3:1,"the space kind of feels like an alice in wonderland setting, without it trying to be that.",space,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|PRICES,feel|like|setting|without,negative
343,Y#2:1,"the place is a bit hidden away, but once you get there, it's all worth it.","place,place",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,place|there|away,"neutral,positive"
344,TR#3:0,great place to relax and enjoy your dinner,place,AMBIENCE,AMBIENCE|AMBIENCE|FOOD,great|place|dinner,positive
345,TR#3:1,there is something about their atmosphere that makes me come back nearly every week.,atmosphere,AMBIENCE,AMBIENCE|AMBIENCE|PRICES|AMBIENCE|PRICES|SERVICE|PRICES|PRICES,there|atmosphere|every|something|ever|back|week|make,positive
346,PP#4:4,i thought the restaurant was nice and clean.,"restaurant,restaurant",AMBIENCE,AMBIENCE|AMBIENCE|FOOD|AMBIENCE,though|nice|clean|thought,"positive,positive"
347,Y#6:3,"in the summer months, the back garden area is really nice.",back garden area,AMBIENCE,AMBIENCE|SERVICE|AMBIENCE|AMBIENCE|PRICES|PRICES|FOOD,garden|back|nice|area|month|really|summer,positive
348,TR#1:3,i highly recommend this beautiful place.,"place,place",AMBIENCE,AMBIENCE|PRICES,place|high,"positive,positive"
349,TR#8:6,nice view of river and nyc.,view of river and NYC,AMBIENCE,AMBIENCE,nice,positive
350,CLF#1:0,a beautifully designed dreamy egyptian restaurant that gets sceney at night.,Egyptian restaurant,AMBIENCE,AMBIENCE,night,positive
351,CLF#1:2,"oh, and there's hookah.",hookah,AMBIENCE,FOOD,there,positive
352,Z#11:4,most of the booths allow you to sit next to eachother without looking like 'that' couple.,booths,AMBIENCE,PRICES|AMBIENCE|PRICES,look|like|without,positive
353,TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",mens bathroom,AMBIENCE,FOOD|FOOD,bathroom|bathroom,negative
354,Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",seating,AMBIENCE,|AMBIENCE,great|seating,positive
355,Z#9:1,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,AMBIENCE,PRICES|PRICES,look|make,positive
356,CLF#5:5,we were drawn into the belly dancing show that captivated the crowd.,belly dancing show,AMBIENCE,,,positive
357,BzG#2:2,the atmosphere is relaxed and casual.,atmosphere,AMBIENCE,AMBIENCE,atmosphere,positive
