,0,aspect,prediction
726,silverish color really adds a special touch . ,color!+,|color!silverish|touch!special|touch!color
727,who cares if it does n't have multiple slots ? ,,
728,it plays just about any format ( check before you buy if it plays yours . ) ,format!+,
729,"if you watch dvds once in a while like i do , get this ! ",,
730,apex is made in usa and is one of the underrated brands out there . ,,
731,if you watch one dvd per weekm its yours . ,,
732,"however , i do n't know the dvd 's performance on a heavy load of every-day viewing . ",,
733,"either way , can 't go wrong with this price . ",price!+,
734,i am really impressed by this dvd-player . ,dvd player!+,
735,"if it can fit in the drive-bay , this dvd-player will play it . ",,
736,"for instance , i made several back-ups of my dvd movies using dvd-r ( w ) and + r ( w ) and it plays the dvds . ",play!+|dvd!+,
737,no matter the format . ,format!+,
738,awesome ! ,,
