,review,target,dp,dp_clause
382,"at the end of the day , what i wanted was a large-capacity player which allows me to easily play any album from my collection wherever i go , and the zen-xtra 's combination of price , capacity and features easily meets those criteria . ",player!+,player!large-capacity|end!large-capacity,|player!large-capacity|end!large-capacity
383,"the memory will hold an amazing amount of songs , my entire collection of cd 's will all fit on this great little tiny piece of digital fun . ",memory!+,amount!amazing|fun!great|collection!entire|cd!entire|memory!amount|piece!great,collection!entire|cd!entire|amount!amazing|piece!great|fun!great|memory!amount
384,plusses are the easy to remove battery and the terrific sound produced by the nomad . ,battery!+,sound!terrific|battery!terrific,
385,"the only two things that stop me from giving it 5 stars are the ho-hum software that comes with the system , and the traveling case it comes with . ",software!-,software!ho-hum|case!ho-hum,software!ho-hum|software!only|case!ho-hum|case!software
386,"considering the price and specs , this might be the best buy out there for a large memory-mp3-player . ",player!+,|memory-mp3-player!large,memory-mp3-player!large
387,i 'll state up front that i do not own a zen-xtra and have not used one at all . ,,|zen-xtra!own|front!zen-xtra,zen-xtra!own|front!zen-xtra
388,"if you buy a creative mp3-player , be sure to get the optional extended warranty . ",,mp3-player!creative|warranty!optional,|warranty!optional
389,i shopped around for a while before buying a hard-drive mp3-player . ,,|mp3-player!hard-drive,
390,"despite all the hype about ipods , i knew i wanted something different , because i wanted more storage than the ipod i could afford would offer , and because i wanted more flexibility in where i purchased music-online . ",,storage!afford|ipod!afford|something!different|something!flexibility|flexibility!something,hype!hype|something!different|ipod!afford|storage!afford|storage!flexibility|flexibility!something
391,"i purchased it at a retail store , and got an extended warranty . ",,|warranty!extended|store!retail,warranty!extended|store!retail
392,"first , the battery is replacable by the user , because creative intended it to be - unlike apple with the ipod . ",battery!+,apple!creative|battery!replacable|user!battery,battery!replacable|apple!creative|user!battery
393,"it was easy enough to remove the front plate , and there was only one way the battery could be inserted . ",battery!+,|plate!front,plate!front
394,"creative also sells batteries via its website , so there 's no shipping off my player and waiting for it to be sent back to me with the new battery . ",,website!creative|battery!new,battery!new|website!creative
395,"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player . ",playlist!+,,drop!drag|drag!drop
396,"and with usb 2.0 , transferring music to your player is incredibly easy . ",transfer!+,music!easy|player!easy,music!easy|player!easy|player!music
397,"the sound is great , and the volume is more than satisfactory for commutes and shutting out external noise . ",sound!+,sound!great|volume!satisfactory,volume!satisfactory|sound!great
398,"however , i do n't like to carry it on my belt because the clip is n't secure and the case can slip off . ",clip!-,,clip!secure
399,this player is an overall disappointment with a couple of big flaws that potential buyers should be wary of ; and all readers need to know about a third party-software-company that resolves virtually all of the creative mediasource-file-transfer issues . ,player!-,player!disappointment|party-software-company!third|couple!player,party-software-company!third|player!disappointment|couple!player
400,the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click . ,stoppage!+,click!audible|hesitation!audible|gap!next|track!next|music!hesitation|progress!next|stoppage!minimal|zen!stoppage,click!audible|hesitation!audible|stoppage!minimal|gap!next|track!next|zen!stoppage|progress!next|music!hesitation
401,"btw , if you * are * ripping your cds , mediasource accesses the cddb music-catalog over the internet and the few cds i experimented with all provided good quality [ correct & uncluttered ] tag-information . ",,quality!good|tag-information!good|internet!few,quality!good|internet!few|tag-information!good
402,"creative are * the * sound people for computers , i can 't understand why eax would introduce static . ",eax!-,t!creative,t!sound
403,was it a full moon that night ? ,,|moon!full|night!full,moon!full|night!full
404,"in other words , the zen is not a convenient data storage-device ; only buy the capacity you need for your music-collection ( see point 1. for some sizing information ) . ",storage!-,storage-device!convenient|zen!convenient,zen!convenient|storage-device!convenient|storage-device!other
405,my goal of using it as a music-player * and * data storage-device has not been met ; do n't make the same mistake . ,,,goal!mistake
406,"you can stop playback by pressing 2 buttons , first the pause-button , then the "" next track "" or "" previous track "" button . ",,|track!next|pause-button!next|button!pause-button|button!pause-button,track!next|pause-button!next|button!next|button!pause-button|button!pause-button
407,to discover this i had to read about 10 online reviews ( with many complaints about the lack of stop-button ) before i found one reviewer who was smart enough to both figure it out & document it . ,,,reviewer!smart
408,"it referred to a "" microsoft-jet-database engine "" error and the install program suggested i download a service-pack from the ms-website to fix the problem ; ",,,service-pack!problem|ms-website!service-pack
409,"so it is probably "" just bad luck "" on my part that the personal notebook i own had this install error . ",,|notebook!personal,luck!bad|part!bad|notebook!personal
410,third party-software to the rescue ,,|party-software!third|rescue!third,party-software!third|rescue!third
411,after much frustration ( above ) i found the notmad explorer ; cute product-name for software that resolves virtually all of the creative mediasource-file-transfer & organization problems . ,,mediasource-file-transfer!creative|software!cute|explorer!notmad|frustration!explorer|organization!mediasource-file-transfer,product-name!notmad|product-name!frustration|explorer!notmad|software!cute|mediasource-file-transfer!creative|frustration!explorer|organization!mediasource-file-transfer
412,"i am not associated with the company , i am not providing a url , but search for notmad and you should find it pretty easily . ",,,url!notmad|search!url
413,this provides drag & drop transfers of music between the computer & zen ; each time it transfers music to the zen it asks if you want to generate a playlist ; it allows playlists developed in other software to be transferred to the zen ( . ,,|software!other,software!other
414,"m3u files are used by most mp3 players like musicmatch and winamp , but not creative - without notmad you need to manually recreate your playlists ) ; it does n't care what software you use to rip or catalog your music - creative or any other company - all my 12.5 gb of music were transferred to the zen with correct tags - hooray ! ",notmad!+,music!rip|gb!rip|company!other|musicmatch!mp3|winamp!musicmatch|catalog!music|hooray!correct,music!rip|gb!rip|company!other|musicmatch!mp3|catalog!music|hooray!correct|winamp!musicmatch
415,given that i already have the zen the only reason i am happy with it is because of the notmad software . ,software!+,|reason!only|software!only|zen!notmad,reason!only|software!notmad|zen!notmad
416,"to summarize , i am using the creative zen as a mobile device ; ",,zen!creative|device!mobile,zen!creative|device!mobile|device!zen
417,"i am using musicmatch to rip & catalog ( and if i choose , download ) music ; ",,music!rip|catalog!music,catalog!rip|music!rip|music!catalog
418,i am using notmad explorer to move music & playlists between the zen & my computer . ,,|explorer!notmad,explorer!notmad
419,the only creative software i am using is the device-driver ( s ). ,,software!creative,software!only
420,"this is one of those items that , at first glance , looked cool but did n't really ring a bell with me . ",,|glance!first,glance!first
421,the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd 's or tapes ! ,sound quality!+,quality!fantastic,quality!sound|quality!sound
422,i did n't read a thing about how to operate it -- it was just intuitive . ,operate!+,,thing!intuitive
423,one other plus is that napster now supports this device via their software . ,napster!+,napster!supports|device!supports|software!napster,napster!supports|device!supports|device!napster|software!napster
424,my one recommendation to creative is to get some marketing people to work on the names of these things . ,,,recommendation!recommendation
425,they have a whole bunch of devices that all have the same-sounding name ( and they are long ) . ,name!-,|bunch!whole|name!bunch,bunch!whole|name!same-sounding|name!bunch
426,"whereas some folks have the "" ipod "" , i have the "" nomad-jukebox-zen xtra "" ( not to be confused with the "" nomad-jukebox-zen nx "" ) . ",,|xtra!nomad-jukebox-zen|ipod!xtra|nx!nomad-jukebox-zen,xtra!nomad-jukebox-zen|nx!nomad-jukebox-zen|ipod!xtra
427,"i got weird messages about it not being ok 'd by microsoft ( or something like that ) , then i thought it failed to load , then it loaded . ",,,load!failed
428,- the top that covered the battery kept poping off without much of a touch near the bottom latch . ,battery top!-,,battery!much|top!battery
429,- the flywheel you use for most of the navigation was n't in tightly and it was uneven as far as the amount of pressure to make it engage . ,flywheel!-,,navigation!uneven
430,- this did not feel like quality-construction and i was n't sure how long it would last . ,construction!-,|quality-construction!sure,quality-construction!like
431,i spent much time debating on whether i should go with the zen-xtra or the ipod . ,,|time!much,time!much
432,the player is intuitive and outputs great sound quality . ,player!+,player!intuitive|quality!great,player!intuitive|quality!great|quality!player
433,navigation is easy and i found that syncing files from the player to the computer ( and vice versa ) was easy too . ,navigation!+,navigation!easy|player!easy,vice!easy|navigation!easy|player!easy
434,many have complained about the software included but in my opinion it 's easy to use and effective . ,software!+,,software!many
435,"i recently bought the nomad-jukebox-zen xtra , and did n't even get as far as charging the battery . ",,|xtra!nomad-jukebox-zen,xtra!nomad-jukebox-zen
436,"the construction of the player is the cheesiest i have ever seen -- the front panel refused to clip in correctly , leaving a noticeable gap between the panel and base of the player . ",construction!-,panel!refused|gap!refused|base!refused|player!refused,panel!refused|gap!refused|base!refused|base!panel|player!refused
437,this gap allowed the front panel to fly off after barely being touched . ,,|panel!front|gap!panel,panel!front|gap!panel
438,"i can 't-comment on the quality of the audio , because it was back at the store before i ripped a single cd . ",,cd!ripped|t-comment!ripped,cd!ripped|t-comment!ripped|t-comment!cd
439,"if the casing of the player is this bad , i can 't-image that the hardware is of very good quality . ",,casing!bad|player!bad|quality!good|hardware!good,quality!good|hardware!good|casing!bad|player!bad
440,"do n't be pulled in by the great price -- you get what you pay for , and there 's a reason this model is so cheap . ",,price!great|model!cheap|reason!model,model!cheap|price!great|reason!model
441,"when i bought it late last year , there were enough reviews that i knew the navigation-wheel and software would be less than ideal , but it sounded like a fair tradeoff . ",,tradeoff!fair|year!last,year!last|tradeoff!fair
442,"from the other reviews i 've read , it sounds like that wo n't be the end of my troubles . ",,,end!like
443,"i fully expect it to go bad again in the same or some other way in the next 6 months because , as other reviewers have pointed out , the construction is pretty flimsy . ",construction!-,construction!flimsy|way!other,way!other|construction!flimsy
444,"like other reviewers , installation was hell . ",installation!-,installation!hell|hell!other,installation!other|installation!hell|hell!other
445,"after i had it a couple weeks , it got into a state where it could never find the device , no matter how often i rebooted my pc , reset the device , reloaded drivers , etc , etc. creative 's online-support was no help at all . ",online help!-,,online-support!creative|help!creative
446,"in fact , i 'd have to rate it among the worst i 've ever encountered . ",player!-,rate!worst,fact!worst|rate!worst
447,"finally , i uninstalled and reinstalled the software , the usual measure of last resort for this sort of thing . ",,|resort!last|measure!last|sort!usual,resort!last|measure!last|sort!usual
448,"it took several days of attempts before things finally "" worked "" again and i have n't a clue why . ",things!-,,clue!several
449,i did buy the notmad software a week ago and found that a vast improvement . ,notmad software!+,|software!notmad,software!notmad
450,"my gut tells me the nomad will in the long run be , at best , a 40gb portable hard drive , albeit one on which i can 't create folders , or , at worst , a very expensive lesson in companies never to buy products from again ( i have their audigy-sound-card and find it in many ways equally frustrating ) . ",nomad!-,drive!portable|nomad!portable|run!long|run!nomad|lesson!expensive,run!long|drive!long|lesson!expensive|nomad!40gb
451,carry your entire collection ! ,,|collection!entire,collection!entire
452,"1 ) great sound ( > 98db signal-to-noise-ratio beats ipod 's "" unspecified "" ratio ) and good power-output allow the zen-xtra to drive large head-phones as well as external speakers . ",sound!+,sound!great|signal-to-noise-ratio!great|ratio!unspecified|zen-xtra!sound|ipod!unspecified,signal-to-noise-ratio!great|power-output!great|ratio!unspecified|zen-xtra!sound|sound!power-output|ipod!unspecified
453,3 ) the nomad-explorer ( winxp-style-interface ) works well to transfer files back and forth to use the nomad as an external although the tech-support web-site states that the primary intended purpose of the player is as a player . ,nomad explorer!+,|purpose!primary|player!web-site,winxp-style-interface!works|purpose!primary|player!web-site
454,6 ) excellent battery-life - 14 hours beats ipod 's . ,battery life!+,ipod!excellent,|ipod!excellent
455,7 ) chic look and good build - the player comes in a compact form with a metal-face-plate . ,look!+,look!chic|look!good|form!compact,form!compact|look!chic
456,b. fast mediasource-cd ripping - takes about 40 seconds for a cd on my pentium 4 pc ( 2.4 ghz with 1gb ram ) with 52x-drive . ,cd rip!+,,cd!fast|b.!fast|drive!cd|drive!cd
457,11 ) minimal pause between songs - less than that on other devices - good achievement for a hard-drive based player ,pause!+,|player!hard-drive|achievement!other|pause!minimal,pause!minimal|achievement!minimal|player!hard-drive
458,"12 ) big storage - my entire cd-collection in one small device ( 5717 songs , 491 albums and counting ) ! ",storage!+,|storage!big|cd-collection!big|device!small|device!entire,storage!big|cd-collection!big|device!small|device!entire
459,"2 ) music-organization is based on id3 ( by genre , artist , album , etc. ) and this can be a problem for older downloaded music files with missing or incorrect id3-information . ",id3!-,|music!downloaded,problem!problem|music!downloaded|music-organization!problem|id3!problem
460,this was not a problem for me as most of my collection was ripped from my own cds and i updated the id3 tags on my downloaded music . ,,|music!downloaded,problem!problem|music!downloaded
461,the workaround is to update id3 tags on your files ( through mediasource ) but it can be a hassle if you have many such music files . ,,|music!many,music!many
462,4 ) no fm or voice-recording - these would have been nice extras . ,fm!-,fm!nice|voice-recording!fm,|fm!nice|voice-recording!fm
463,5 ) lack of good accessories - this is more of an oversight of creative 's marketing . ,accessory!-,lack!good,marketing!creative|oversight!creative|lack!good
464,6 ) the case occludes the display-screen when it is closed . ,case!-,case!occludes|display-screen!occludes,case!occludes|display-screen!occludes|display-screen!case
465,i would have liked to be able to see what is playing without having to open the case . ,,|case!open,case!open
466,7 ) some people have problems with the flip switch on the bottom that releases the player-cover - has not been an issue for me and is immaterial if you use the case as the case covers the switch . ,flip switch!+,issue!problems,switch!flip|switch!issue|issue!problems|case!switch|bottom!flip
467,"also , i downloaded the latest firmware-upgrade and software updates . ",,|firmware-upgrade!downloaded|software!firmware-upgrade,firmware-upgrade!downloaded|software!firmware-upgrade
468,1 ) buy an extended coverage if offered by the retailer as this device has moving parts and is essentially a portable hard-drive . ,,hard-drive!portable|coverage!extended,coverage!extended|hard-drive!coverage
469,2 ) buy a good pair of head-phones unless you already own one . ,,pair!good,|pair!good
470,3 ) use files with id3 tags - not a problem if your cds were ripped within the last year . ,,|year!last,year!last
471,"4 ) a set of speakers and a wireless transmitter are accessories that will add to your player 's usability ( the latter will allow you to play it on your car-radio , home-receiver , etc. ) ",,|transmitter!wireless|set!wireless,transmitter!wireless|set!wireless
472,"great sound ; good interface ; replaceable , powerful battery ; good software ; wake-up , sleep timers ; multiple play modes ",sound!+|wake up!+,sound!great|interface!great|battery!replaceable|battery!good|software!interface|software!interface|wake-up!good|play!interface,interface!good|sound!good|battery!replaceable|battery!good|battery!interface|software!interface|wake-up!good|wake-up!interface|play!interface
473,i got the 40gb jukebox-zen-xtra for christmas . ,,|jukebox-zen-xtra!40gb,jukebox-zen-xtra!40gb
474,i felt better with this one since it had the shuffle-feature and i 'm not too keen on www.ipodsdirtysecret.com. ,shuffle!+,,shuffle-feature!keen
475,the only thing i do n't like about this is the cover does suck . ,cover!-,|thing!only|cover!only,thing!only|cover!only
476,"i 've had this thing for less than a month , treated it quite well , never dropped it , and the headphone-jack is all screwed up . ",headphone jack!-,,headphone-jack!screwed
477,"reading other reviews , i do n't think the replacement one will be any better . ",,replacement!better,|replacement!better
478,i 'm not looking forward to ripping my entire collection every month or two . ,,|collection!entire|month!collection,collection!entire|month!collection
479,"looking at the glowing reviews from people that have had this for a week or two , i kind of wish people would wait until they 've had a product a little while to review it . ",,|while!little|week!while|product!while,while!little|week!while|product!while
480,"i loved it until it broke , but less than a month is not an acceptible period of time for something to work . ",player!-,|period!acceptible|time!acceptible|month!period|something!acceptible,|period!acceptible|time!acceptible|something!acceptible|month!period
481,i was willing to live with the larger size ( inconvenient on the road ) but the durability was a big zero . ,durability!-,|zero!big|size!big|durability!size,zero!big|size!big|durability!big|durability!size
482,i bought the 30gb zen-xtra from a well-known national electronics store as soon as i saw they were advertising it for $ 219.99 . ,,|zen-xtra!30gb,zen-xtra!well-known|zen-xtra!well-known
483,"these models now ship with creative 's mediasource-program , which allows you to highlight the files on your computer that you want to add to your zen-xtra , click a button , and transfer it straight to your player . ",,,mediasource-program!creative
484,"the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac-adapter . ",battery!+,|time!long,time!long
485,"minor complaints : 1 ) even though the music is sorted via id3-tag on the player , the option to search for music contained in a folder is unavailable . ",folder!-,option!unavailable|folder!unavailable,option!unavailable|folder!unavailable|folder!option
486,not a big hassle as many would have you think . ,,|hassle!many,hassle!many
487,after using it for a few weeks ( the amount of time before the hard drive crashed ) it revealed a few of its shortcommings . ,,drive!crashed|amount!few,amount!crashed|time!crashed|drive!crashed
488,"first , the sound quality is okay , but ( as at least one other reviewer has mentioned ) the eax can cause audio interference after about 30 minutes . ",eax!-,eax!interference|quality!okay|interference!eax|reviewer!other,eax!interference|reviewer!other|quality!okay|interference!eax
489,at first i thought it was my headphones but it was not . ,,,thought!first
490,the general button-placement is not very user friendly . ,button!-,button-placement!friendly|user!button-placement,button-placement!general|user!general
491,this would not be a great problem if you did n't have so much info to scroll through on a regular basis . ,,|info!much|problem!info|basis!regular,info!much|basis!regular|problem!info
492,"third , the poor design continues with the case . ",case!-,design!poor|case!design,design!third|case!design
493,"easy enough to navigate through , although i 'd prefer a sturdier button besides the thumbwheel-scroll / pushbutton . ",navigation!+,button!prefer|thumbwheel-scroll!prefer|pushbutton!button,button!prefer|pushbutton!prefer|thumbwheel-scroll!prefer
494,my biggest complaint is the battery-life or lack there of . ,battery life!-,lack!complaint|complaint!battery-life,complaint!battery-life|lack!complaint
495,"if you 're intrested in buying a spare battery it 'll run you another $ 50 , a little steep i thought . ",,|battery!spare,battery!spare
496,i 've also had the nomad zen lock-up several times . ,lock up!-,|zen!nomad|zen!several,zen!several
497,that 's a huge plus by itself compared to the infamous ipod and similar mp3 players where the battery is permanently installed & removing it voids the warranty . ,,ipod!infamous|mp3!similar,ipod!infamous|ipod!similar|mp3!similar|mp3!ipod
498,the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case . ,construction!-,|zen!nomad|construction!zen|case!resistant|kind!resistant|shock!resistant,zen!nomad|construction!little|kind!resistant|construction!zen|case!resistant|shock!resistant
499,"pros : huge storage-capacity for the price , easy to navigate , can modify existing playlists on the fly , has a removable battery ",storage!+,storage-capacity!easy|price!easy|battery!removable|fly!storage-capacity,price!easy|storage-capacity!huge|battery!removable|fly!storage-capacity
500,"battery-life is about 1/4 of that advertised , no operators manual available for any of the nomad zen players ( on or off-line ) , occasional software lockups , replacement-battery is expensive ",battery life!-,replacement-battery!expensive|zen!nomad|software!occasional,zen!nomad|replacement-battery!expensive|software!occasional
501,note : about 2gb ( 5 % ) of the advertised 40gb of storage-capacity is used for the operating-software ( firmware ) . ,,,|40gb!operating-software
502,"this is nothing new , every mp3-player , memory-card , etc. , used for digital media today has some kind of preloaded operating-software on it . ",,|nothing!new,etc.!mp3-player|nothing!new|kind!mp3-player|mp3-player!kind
503,"is it a coincidence that i no longer can get any of your nomad-zen-xtras ( worst name ever ) at best buy and now the 60gb nomad-xtra is "" sold out "" or more likely "" discontinued "" at the almighty amazon.com ? ",,name!worst|buy!best|nomad-xtra!60gb,|name!worst|buy!best|nomad-xtra!60gb
504,"if you read reviews for the 4 main contenders in this market - the ipod , creative zen , rio karma and iriver ihp - you 'll notice that each has their pros and cons ; none are perfect and you should decide whether you want to take to take the plunge now or later . ",,zen!creative|ipod!creative|none!perfect|market!main,zen!creative|market!main|none!perfect|ipod!creative|ipod!none
505,"if you are ok paying $ x00 for something that can be used now , but is likely to both get better and cost less in the future then try to determine which device is the lesser of evils for you . ",,,x00!ok|something!ok
506,great design and looks cool . ,,design!great|cool!design,design!great|design!cool|cool!design
507,"it has a hold-button to deactivate the buttons to avoid accidents ; however , enough reviewers have complained that the hold-button is easily broken and then the device can 't be used . ",,,hold-button!broken
508,some of the more geeky ( non-apple type ) reviewers complain that the scrollwheel is annoying after a while and they resent being forced into this apple-like interface . ,,scrollwheel!annoying|interface!apple-like|while!scrollwheel|type!non-apple,type!geeky|scrollwheel!annoying|interface!apple-like|while!scrollwheel
509,"everyone complains about the non-replaceable battery , yet this is the price of sturdy construction . ",,everyone!complains|price!sturdy|battery!non-replaceable|construction!sturdy,construction!sturdy|price!sturdy|everyone!complains|battery!non-replaceable|battery!everyone
510,"ipod can be used as an external disk , and apparently stores files without problem . ",,|disk!external,disk!external
511,"however , the music and data are apparently not separated ; ipod reviewers complain about "" white noise "" in random feedback-mode that comes from appointments / contacts created on the ipod during synchronization . ",,noise!complain|ipod!complain|feedback-mode!complain,feedback-mode!random|ipod!complain|noise!complain|noise!random
512,reviews for sound quality are generally ( but not universally ) positive . ,,quality!positive,quality!sound|quality!positive
513,"reviews of apple 's support are generally poor ; they seem to address issues in warranty , which covers a short time after delivery / pickup of item . ",,support!poor|time!short|delivery!short|warranty!time|pickup!short,support!poor|time!short|delivery!short|pickup!short|warranty!time
514,"ipod has no stop-button ; when new users mention this ipod veterans call it "" unnecessary "" and "" so 20th century "" . ",,,ipod!unnecessary|stop-button!ipod
515,"creative zen-feedback suffers from construction-quality , poor product-support , difficulty of using the scroll-wheel and reasonably consistent feedback about problems with the headphone-jack . ",construction!-,zen-feedback!suffers|construction-quality!poor|product-support!poor|scroll-wheel!consistent|feedback!scroll-wheel|difficulty!scroll-wheel,zen-feedback!suffers|scroll-wheel!consistent|product-support!poor|construction-quality!poor|feedback!scroll-wheel|construction-quality!zen-feedback|difficulty!scroll-wheel
516,what is added in functionality ( battery-replacement ) detracts in build quality as the face-plate is prone to popping off . ,build!-,functionality!detracts|face-plate!prone,|face-plate!prone|functionality!detracts
517,drop if just a few inches on a hard surface and the faceplate pops off ( but not if it 's in its case ) . ,,surface!hard|faceplate!hard,surface!hard|surface!few|faceplate!hard|faceplate!surface
518,the scroll-wheel is finicky ; it works most of the time but there is a learning curve for pressing it just right ; new users say they have 50 % - 75 %-success-rate ; some find it so frustrating that they just return the device . ,scroll wheel!-,scroll-wheel!finicky,curve!right|scroll-wheel!finicky
519,enough people have reported that their headphone-jack does n't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality-control-problem . ,headphone jack!-,headphone-jack!work|manufacturing!creative|quality-control-problem!inbuilt|month!headphone-jack,manufacturing!creative|headphone-jack!work|quality-control-problem!inbuilt|quality-control-problem!manufacturing|month!headphone-jack
520,"the zen does n't support folders so it is not really a storage-device ; even with third party-software that "" creates "" folders , documents and programs can 't be launched from the zen , so it is not a hard disk , it 's a storage-device at best . ",folder!-,zen!support|storage-device!hard|party-software!third|t!third|disk!storage-device,storage-device!third|disk!hard|zen!support|t!zen
521,reviews for sound quality are generally ( but not universally ) positive . ,sound quality!+,quality!positive,quality!sound|quality!positive
522,"it seems like movement , even small movement , causes skipping in playback and even the device-freezing . ",,|movement!small|movement!small,movement!small
523,"if you plan to carry the device around ( it is a mobile device , right ? ) then this is something you might want to think about . ",,|device!mobile|right!mobile,device!mobile|right!mobile
524,"karma gets consistently good reviews for sound quality and connectivity from its docking-device , which has rca-output jacks and ethernet jacks for connectivity . ",,quality!good|connectivity!sound,quality!sound|quality!good|connectivity!sound|connectivity!quality
525,- you just have to buy a new player . ,,|player!new,player!new
526,"it only comes in 20gb ; enough for most people , not for those with large collections ripped at high sampling rates . ",,|sampling!high,sampling!high
527,"the only complaint seems to be that the disk-rotation is slow , leading to longer delays in some functions ( playback and even a slow display of the menu ? ) . ",,disk-rotation!slow|playback!slow|display!slow|menu!slow,disk-rotation!slow|playback!slow|display!slow|menu!slow|display!playback|display!disk-rotation
528,"but with a low price , comes lower quality . ",quality!-,|price!low,price!low
529,"our special friends at creative gave this thing good sound quality , great features , long battery-life , and an unbeatable price . ",sound quality!+,quality!good|price!good|thing!quality,price!unbeatable|quality!good|thing!quality
530,the catch is it 's built like a piece of crap . ,player!-,,catch!like
531,"i bought myself an rca mp3-cd player , and i 'm happy with that until a cheap , worthwhile mp3-player coomes out . ",,mp3-player!cheap|player!mp3-cd|rca!mp3-cd,player!mp3-cd|rca!mp3-cd
532,"this is my fourth mp3-player ( creative nomad-jukebox2 and 3 , rio chie , and this one ) , and my third player from creative . ",,nomad-jukebox2!creative|mp3-player!creative|player!third|player!fourth,nomad-jukebox2!creative|mp3-player!creative|player!third|player!mp3-player|player!nomad-jukebox2
533,my friend has an i-pod for about 2 years and the battery has so so messed up . ,,,battery!messed|i-pod!battery|friend!i-pod
534,the size is small ( just a little bit bigger than an i-pod . ) ,size!+,|size!small|bit!size|i-pod!bit,size!small|bit!little|bit!size|i-pod!bit
535,"the software , mediasource , cannot work on my pc . ( laptop , intel p4-2.0 , xp os ) . ",mediasource!-,software!work|mediasource!work|pc!software,mediasource!work|software!work|pc!software
536,"in fact , each of my creative mp3 players had software-problem in the first place . ",software!-,mp3!creative|place!first,place!first|mp3!creative
537,i am crossing my finger and wish they will fix the problem . ,,,finger!problem|wish!finger
538,"now i use-ms-mediaplayer , musicmatch ( free downladed ) , and "" explorer / my computer / grab files from disk-c or d into the player "" to replace the mediasource . ",,musicmatch!free|explorer!musicmatch|computer!musicmatch,|musicmatch!free|explorer!musicmatch|computer!musicmatch
539,"in short , this player is good at size , value , hardware-design but really bad at its software ",size!+,player!good|size!player|value!size|software!size|hardware-design!size,player!short|size!player|value!size|software!size|hardware-design!size
540,that player is a complete piece of sh-***. ,,|piece!complete|player!complete|sh!complete,piece!complete|player!complete|sh!complete
541,"huge storage-space , i loaded my entire collection of music , which isnt that much , 400 songs , and still have 26 gb , out of the 28 provided to you . ",storage!+,|storage-space!huge|music!entire|collection!entire,collection!entire|storage-space!huge|music!entire
542,"the sound is awesome , but if u put it too loud , depends on yoursound quality , the sound might crack . ",sound!+,sound!awesome|quality!yoursound,quality!loud|sound!crack|sound!awesome
543,"with eax on , you can modify your sound , with 4 different presets , which is pretty good , you can get different variations with it . ",eax!+,|eax!sound,eax!different
544,"you can also search for your song , which is good . ",,,song!good
545,"and i read today that you can also have online fill out the id3 , so its not a problem . ",,,fill!online|id3!fill
546,"when you turn on your player , the player turns on really fast , and the music continues to play , as you left it when you were turning it off . ",player!+,,music!left
547,"you can manage your profile , change the contrast of backlight , make different type of display , either list or tabbed . ",manage!+,|type!different|display!different,type!different|list!different|display!different|profile!list
548,"you can do other different things with it such as choose what kind of "" now playing "" interface , you can see the interface as modern or classical . ",interface!+,,interface!modern|kind!interface
549,"the player has firmware , which will remove the glitches , if there are any . ",firmware!+,firmware!glitches|player!firmware,|firmware!glitches|player!firmware
550,"the music plays awesome , never skips , even if u-run for a bit , so you can listen to music without interruption . ",music!+,music!awesome,music!interruption
551,"the one and most major thing that i was dissapointed with , in this player , is the battery-life . ",battery life!-,|thing!major|thing!battery-life|battery-life!thing|player!battery-life,thing!major|thing!battery-life|player!battery-life|battery-life!thing
552,the panel seems like it will come off very easily as other people have said . ,panel!-,,panel!like
553,"also , the player sometimes freezes , not a very big problem , but can also be annoying . ",lock up!-,player!freezes|problem!freezes,player!freezes|problem!freezes|problem!player
554,"well thats about it , and as people said in earlier previews that the headfone-jack gets messed up , stil-havent happened to me , and i hope it doesnt . ",,,headfone-jack!messed
555,a similarily priced 15gb ipod would n't have been nearly enough room . ,,room!enough|ipod!enough,ipod!enough|room!enough
556,having my entire music-collection is great when travelling ( both on plane and car trips ) and i do n't have to decide what to bring or copy onto the player -- it 's all there . ,,music-collection!great,|music-collection!entire|music-collection!great
557,"the software-interface supplied was very easy to use but i went ahead and got red chair 's "" notmad "" software because of some advanced features i wanted . ",software!+,software!advanced|chair!red|notmad!red,software!red|chair!red|notmad!red
558,on planes i use a splitter so two headphones can be plugged in for two people and the sound is equally good . ,,,sound!good
559,sound settings can be adjusted for personal preference . ,sound setting!+,|preference!personal,preference!personal
560,possibly the biggest advantage this player has ( if price was n't enough ) is the fact that the user can replace the battery him / herself by opening the lid and popping in the new battery . ,battery!+,fact!advantage|price!enough|advantage!price|battery!new|user!battery,fact!advantage|price!enough|battery!new|advantage!price|user!battery
561,"since batteries do run out on everything , this will also be a big money-saver since ipods , irivers , rca , dell , all have built-in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery-replacement ) . ",battery!+,|money-saver!big,money-saver!big|dell!big|rca!dell
562,"try before you buy if at all possible : although i am a mac-addict now for over a decade and everyone i know has previously bought an ipod , the nomad zen-xtra was a far better value and is just as easy to use with regards to both hardware and software-interface . ",value!+,value!better|mac-addict!better|zen-xtra!better|nomad!value,zen-xtra!possible|value!possible|zen-xtra!possible|value!possible|mac-addict!better|nomad!value
