,tweet,label,polarity
644,"For the not so good, I got the stock screen - which is VERY glossy.","OTHERS,QUALITY","negative,negative"
645,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"DESIGN_FEATURES,QUALITY","positive,positive"
646,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"QUALITY,OTHERS","neutral,neutral"
647,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,OPERATION_PERFORMANCE,negative
648,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,OPERATION_PERFORMANCE,negative
649,The first full charge of this battery got me only about 2 full hours.,OPERATION_PERFORMANCE,negative
650,Enabling the battery timer is useless.,OTHERS,negative
651,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",OTHERS,negative
652,It's so bad that I'm thinking I only got half a battery or something.,OTHERS,negative
653,I know what 7 hrs of battery looks like.,OPERATION_PERFORMANCE,negative
654,My only other complaint is that it gets really hot.:-),QUALITY,positive
655,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.","OPERATION_PERFORMANCE,GENERAL","negative,positive"
656,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).","GENERAL,OTHERS,DESIGN_FEATURES,OTHERS","positive,neutral,negative,negative"
657,Other than that its a great performing machine and well meets all my needs and more.,"OPERATION_PERFORMANCE,GENERAL","positive,positive"
658,Great product by Apple with the new great looking design.,"GENERAL,DESIGN_FEATURES,GENERAL","positive,positive,positive"
659,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.","QUALITY,QUALITY,QUALITY,QUALITY,QUALITY","negative,negative,negative,negative,negative"
660,"It was slow, locked up, and also had hardware replaced after only 2 months!","OPERATION_PERFORMANCE,QUALITY","negative,negative"
661,"So, buyers beware!",GENERAL,negative
662,"It is made better, thicker, and all out tough!","QUALITY,DESIGN_FEATURES","positive,positive"
663,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,QUALITY,positive
664,"I love the easy to see screen, and It works well for work, persoal or just play.","OTHERS,OTHERS","positive,positive"
665,I tell everyone I see out looking to get this or another Toshiba.,"GENERAL,GENERAL","positive,positive"
666,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,GENERAL,positive
667,"I just love this lap top, I just wish it were all silver or they had all black.","GENERAL,DESIGN_FEATURES","positive,neutral"
668,That is my only complaint!,DESIGN_FEATURES,negative
669,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,"GENERAL,OTHERS","positive,positive"
670,WOULD PAY MORE FOR IT IF I HAD TOO!,"GENERAL,OTHERS","positive,positive"
671,I recently purchased the mini and absolutely love it!,GENERAL,positive
672,It meets all my needs for work and pleasure while traveling.,"OTHERS,OTHERS","positive,positive"
673,I am totally satisfied with my little toshie!,GENERAL,positive
674,From the moment I opened the box to the present it has been a great joy.,GENERAL,positive
675,"It is always reliable, never bugged and responds well.","QUALITY,OPERATION_PERFORMANCE","positive,positive"
676,I love the operating system and the preloaded software.,"GENERAL,GENERAL","positive,positive"
677,This machine delivers.,OPERATION_PERFORMANCE,positive
678,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,DESIGN_FEATURES,positive
679,It is a bit heavy.,DESIGN_FEATURES,negative
680,It would be a load on long trips where a lot of walking is required.,OTHERS,negative
681,Had some trouble finding a case that it would fit in.,DESIGN_FEATURES,negative
682,"This is an over-sized, 18-inch laptop.",DESIGN_FEATURES,negative
683,It wouldn't fit in most 17-inch bags.,OTHERS,negative
684,I was disappointed when I realized that the keyboard doesn't light up on this model.,DESIGN_FEATURES,negative
685,It also does not have bluetooth.,DESIGN_FEATURES,negative
686,You'll need to upgrade and pay a little more for them.,DESIGN_FEATURES,negative
687,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",DESIGN_FEATURES,negative
688,"Overall, still a very nice machine.",GENERAL,positive
689,Boots up fast and runs great!,OPERATION_PERFORMANCE,positive
690,I'm pleased.,GENERAL,positive
691,The acer one compuer is a great computer.,GENERAL,positive
692,I didn't want to buy a generic brand computer but it is really nice.,"GENERAL,GENERAL","positive,neutral"
693,"Its fast, has High definition quality in the videos.","OPERATION_PERFORMANCE,QUALITY","positive,positive"
694,The pictures are clear as can be.,QUALITY,positive
695,"If I had to buy another computer, I would most definetly buy an acer one computer.","GENERAL,GENERAL","positive,positive"
696,"Heck, if I had enough ' money, I would but it as a gift for someone.",GENERAL,positive
697,Im glad that it has such great features in it.,DESIGN_FEATURES,positive
698,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,DESIGN_FEATURES,positive
699,Clear picture on it and everything.,QUALITY,positive
700,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","OPERATION_PERFORMANCE,GENERAL","negative,positive"
701,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","DESIGN_FEATURES,OTHERS","positive,negative"
702,Its good for playing my apps on Facebook or watching movies.,OTHERS,positive
703,Im very happy with this computer!,GENERAL,positive
704,It's solid.,QUALITY,positive
705,Love the stability of the Mac software and operating system.,"OPERATION_PERFORMANCE,OPERATION_PERFORMANCE","positive,positive"
706,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"OTHERS,GENERAL,OTHERS","negative,negative,negative"
707,It seems to be incompatible with everything else.,OTHERS,negative
708,But the machine is awesome and iLife is great and I love Snow Leopard X.,"GENERAL,GENERAL,GENERAL","positive,positive,positive"
709,i love to use it it is esay and light.,"GENERAL,OTHERS,DESIGN_FEATURES","positive,positive,positive"
710,this laptop is durable and it is easy to travel with.,"QUALITY,OTHERS","positive,positive"
711,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,OTHERS,positive
712,this laptop is great for work and doing my pictures.,OTHERS,positive
713,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",OPERATION_PERFORMANCE,positive
714,the programs are esay to use and are quick to process this computer works like a charm.,"OTHERS,OPERATION_PERFORMANCE,OPERATION_PERFORMANCE","positive,positive,positive"
715,i can use it for all of my needs.,GENERAL,positive
716,i give this laptop a five star review i love it and it has done chams for me.,GENERAL,positive
717,if this computer every breaks down on me i will most definatly get the same one again.,GENERAL,positive
718,i think that anyone looking for a good durrable laptop then this is the way to go.,"QUALITY,GENERAL","positive,positive"
719,From the second you open the box you will fall in love with this computer!,GENERAL,positive
720,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"OPERATION_PERFORMANCE,QUALITY","positive,positive"
721,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","DESIGN_FEATURES,OTHERS,GENERAL","positive,positive,positive"
722,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OTHERS,positive
723,Apple continues to shine and provide a much more enjoyable computer experience!,"GENERAL,GENERAL","positive,positive"
724,"From the start, when you open the box you see a completely different class of machine.",GENERAL,positive
725,The ease in which you set everything up is such that a child could do it.,OTHERS,positive
726,"The screen is bright and clear, the operating system is solid and friendly to a novice.","QUALITY,QUALITY,OTHERS","positive,positive,positive"
727,"Fast, fast and fast, the web pages just fly by.",OPERATION_PERFORMANCE,positive
728,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","OTHERS,OTHERS,OPERATION_PERFORMANCE","positive,positive,positive"
729,That includes transferring my music and movies.,OTHERS,positive
730,Good bye BLUE SCREEN and Critical errors!!!!,OPERATION_PERFORMANCE,positive
731,Skype is just so dang cool with this machine too.,GENERAL,positive
732,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","OTHERS,OPERATION_PERFORMANCE","positive,positive"
733,It is light and the battery last a very long time.,"DESIGN_FEATURES,OPERATION_PERFORMANCE","positive,positive"
734,Very fast boot up and shut down.,OPERATION_PERFORMANCE,positive
735,"Let me tell you, this machine is great.",GENERAL,positive
736,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",OTHERS,positive
737,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",OTHERS,positive
738,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,OPERATION_PERFORMANCE,positive
739,The only time I have restarted is during system updates.,OPERATION_PERFORMANCE,positive
740,great machine if you want to drop the cash for one.,GENERAL,positive
741,"Ok, this is probably the best laptop series ever devised by Apple.",GENERAL,positive
742,The case is carved out of a single block of aluminum.,QUALITY,positive
743,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","OPERATION_PERFORMANCE,OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive,positive"
744,I have recommended this laptop to everyone I know who is buying one.,GENERAL,positive
745,"I like it so much, I bought another just for my wife.",GENERAL,positive
746,Took it back as it was defective.,QUALITY,negative
747,Page just disapeared after you got yahoo or downloaded something.,OPERATION_PERFORMANCE,negative
748,Couldn't keep a page up you were working on!,OPERATION_PERFORMANCE,negative
749,was a great deal i will give that.,OTHERS,positive
750,the laptop preformed pretty well.,OPERATION_PERFORMANCE,positive
751,it cant fuction well with lots of webpages open at once.,OPERATION_PERFORMANCE,negative
752,it has times were it freezes for 10 seconds and then starts again.,OPERATION_PERFORMANCE,negative
753,"the mouse on the pad, the left button always sticks.",OPERATION_PERFORMANCE,negative
754,the mouse is way way way to sensitve.,OPERATION_PERFORMANCE,negative
755,i tried turning it done but it did nothing.,OPERATION_PERFORMANCE,negative
756,the mouse jumps around all the time and it clicks stuff i dont want it too.,"OPERATION_PERFORMANCE,OTHERS","negative,negative"
757,its not bad just VERY VERY annoying.,GENERAL,negative
758,think i would spend little extra to get a better made laptop.,QUALITY,negative
759,I am very happy with this laptop.,GENERAL,positive
760,For the price and what I get out of it has exceeded my expectations.,"OTHERS,GENERAL","neutral,positive"
761,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,OPERATION_PERFORMANCE,positive
762,Amazing Quality!,QUALITY,positive
763,Plus stylish.,DESIGN_FEATURES,positive
764,"The big screen allows you to enjoy watching movies , pictures and etc!",DESIGN_FEATURES,positive
765,"The flaws are, this computer is not for computer gamers because of the OS X.","OTHERS,OTHERS","negative,negative"
766,Mac is not made for gaming.,OTHERS,negative
767,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OTHERS,positive
768,"Second, it gets scratches easily and when it gets old some thing may operated","QUALITY,OPERATION_PERFORMANCE","negative,negative"
769,Was not happy with one of the programs on it.,GENERAL,negative
770,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",OTHERS,negative
771,"Also, the extended warranty was a problem.",GENERAL,negative
772,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,OTHERS,negative
773,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","OTHERS,GENERAL,GENERAL","positive,positive,positive"
774,I finally decided on this laptop because it was the right price for what I need it.,"OTHERS,GENERAL","positive,positive"
775,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",DESIGN_FEATURES,negative
776,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,DESIGN_FEATURES,negative
777,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,GENERAL,neutral
778,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,GENERAL,negative
779,The Internet Explorer was very slow from the very beginning.,OPERATION_PERFORMANCE,negative
780,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",OPERATION_PERFORMANCE,negative
781,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,OPERATION_PERFORMANCE,negative
782,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",OPERATION_PERFORMANCE,negative
783,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",OPERATION_PERFORMANCE,negative
784,Another issue I have with it is the battery.,GENERAL,negative
785,Maybe three or four months ago it started blinking all of the sudden.,OPERATION_PERFORMANCE,negative
786,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","OPERATION_PERFORMANCE,QUALITY","negative,negative"
787,"It is not even a year old yet, so I would definitely not recommend it to anyone.","QUALITY,GENERAL","negative,negative"
788,Don't waste your money!,GENERAL,negative
789,The laptop is gorgeous.,GENERAL,positive
790,"It is sleek, smooth, and lightweight.","DESIGN_FEATURES,OPERATION_PERFORMANCE","positive,positive"
791,It is easily portable and I take it everywhere I go and might require internet access.,OTHERS,positive
792,The screen is very large and crystal clear with amazing colors and resolution.,"DESIGN_FEATURES,QUALITY","positive,positive"
793,The processor is very quick and effective as I load webpages and applications.,OPERATION_PERFORMANCE,positive
794,It is quiet and a real joy to watch work.,"QUALITY,OPERATION_PERFORMANCE","positive,positive"
795,I love it and will probably get another one when this goes to the Laptop in the sky!!,GENERAL,positive
796,Overall this laptop is great.,GENERAL,positive
797,"It has plenty of memory, lots of hard drive, and great graphics.","DESIGN_FEATURES,DESIGN_FEATURES,GENERAL","positive,positive,positive"
798,It runs very quiet too which is a plus.,QUALITY,positive
799,The only bad thing about it is they give you the worst batteries possible.,GENERAL,negative
800,They only stay charged a little over an hour.,OPERATION_PERFORMANCE,negative
801,"Laptops are usually used on the go, so why not give you a better battery?",GENERAL,negative
802,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,"OPERATION_PERFORMANCE,OTHERS","negative,negative"
803,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"DESIGN_FEATURES,OTHERS","negative,negative"
804,It is a cheap throw together.,QUALITY,negative
805,Save your money and go for a better device.,GENERAL,negative
806,This laptop is a great price and has a sleek look.,"OTHERS,DESIGN_FEATURES","positive,positive"
807,Runs smooth and quick.,OPERATION_PERFORMANCE,positive
808,"I wish it had a webcam though, then it would be perfect!","DESIGN_FEATURES,GENERAL","negative,positive"
809,I Love my new computer!,GENERAL,positive
810,Its fast and another thing I like is that it has three USB ports.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive"
811,I love to write and play with graphics and html programming and my new Toshiba works great on both!,OTHERS,positive
812,Thank you for your great product!,"GENERAL,GENERAL","positive,positive"
813,Everything about this computer is easy to use.,OTHERS,positive
814,wonderful features.,DESIGN_FEATURES,positive
815,The only thing is that the battery won't last more than 1/2 an hour.,OPERATION_PERFORMANCE,negative
816,It discharges too quickly.,OPERATION_PERFORMANCE,negative
817,"Kind of annoying, but I still love the laptop.",GENERAL,positive
818,It has good speed and plenty of hard drive space.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive"
819,The only downfall is the volume control.,GENERAL,negative
820,The wheel that turns the volume up and down doesn't work in real time.,OPERATION_PERFORMANCE,negative
821,I have to keep turning it until it decides to lower and there is no mute.,"OPERATION_PERFORMANCE,OTHERS,DESIGN_FEATURES","negative,negative,negative"
822,I bought my macbook a few months ago and it has been my baby ever since.,GENERAL,positive
823,I love it so much.,GENERAL,positive
824,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",OTHERS,positive
825,"The best thing is even while doing almost ten or twenty things at once, it never slows down.",OPERATION_PERFORMANCE,positive
826,It's just as fast with one program open as it is with sixteen open.,OPERATION_PERFORMANCE,positive
827,It works exactly like it did the day I took it out of the box.,"OPERATION_PERFORMANCE,QUALITY","positive,positive"
828,GREAT INVESTMENT!,GENERAL,positive
829,The price and features more than met my needs.,"OTHERS,DESIGN_FEATURES","positive,positive"
830,The feature are good enough for what I need.,DESIGN_FEATURES,positive
831,I love my macbook pro!,GENERAL,positive
832,My laptop is almost 2yrs old and I have never had any problems with it.,GENERAL,positive
833,If you are a PC user looking to convert I would HIGHLY recommend it!,OTHERS,positive
834,It may take a little getting used to but you don't have to worry about viruses or other headaches.,"OTHERS,QUALITY","negative,positive"
835,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,DESIGN_FEATURES,positive
836,I am ADDICTED to photo booth!,GENERAL,positive
837,It is SO much fun to play with.,GENERAL,positive
838,I work with kids and they love making short videos on there.,OTHERS,positive
839,"I am able to organize my pics, music and files easily.",OTHERS,positive
840,If you have any creativity in you do yourself a favor and get a mac!,"GENERAL,GENERAL","positive,positive"
841,I love the keyboard.,GENERAL,positive
842,The display is awesome.,GENERAL,positive
843,Only thing I would want to add to this is an internal bluray read/write drive.,DESIGN_FEATURES,neutral
844,But other than that I am blown away by all the features this laptop offers.,DESIGN_FEATURES,positive
845,I think this computer is super lame.,QUALITY,negative
846,I dont understand how anyone can think this is a great product worth purchasing.,GENERAL,negative
847,I decided to get this pile of crap on a whim and totally freaking regret it.,QUALITY,negative
848,It doesnt work worth a damn.,GENERAL,negative
849,The display is beyond horrible.,GENERAL,negative
850,I can not even read what I am writing half of the time.,OTHERS,negative
851,"There are so many things wrong with this product, it just makes me want to set my self on fire!",GENERAL,negative
852,I would totally recommend any other laptop over this pile of grabage.,GENERAL,negative
853,Not to mention it has shit gigs.,DESIGN_FEATURES,negative
854,I could not even put my entire music collection on this garabage.,DESIGN_FEATURES,negative
855,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,DESIGN_FEATURES,negative
856,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","QUALITY,OPERATION_PERFORMANCE","negative,negative"
857,"got another 1, and same issue.",QUALITY,negative
858,I am taking back today.,GENERAL,negative
859,Don't waste your money or time.,GENERAL,negative
860,"Very dissappointed becase I have had toshibas for years, and never a issue.","GENERAL,GENERAL","negative,positive"
861,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"OPERATION_PERFORMANCE,QUALITY","negative,negative"
862,Toshiba knows there is a manufacturing defect but will not acknowledge it.,QUALITY,negative
863,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",QUALITY,negative
864,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,QUALITY,negative
865,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","QUALITY,OTHERS","negative,negative"
866,I loved the netbook (minus the fact that it was windows OS) until this started happening.,"GENERAL,GENERAL","negative,negative"
867,"But if you can't make your product last more than a year, you will not get my business again.","GENERAL,QUALITY","negative,negative"
868,I've had my MacBook Pro for three years now and still love it!,GENERAL,positive
869,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",QUALITY,positive
870,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","QUALITY,GENERAL","negative,positive"
871,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","OPERATION_PERFORMANCE,OTHERS","negative,positive"
872,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",QUALITY,positive
873,The iLife software that comes with the computer is so simple to use and produces a great finished product.,"OTHERS,DESIGN_FEATURES","positive,positive"
874,I highly recommend this product!,GENERAL,positive
875,Needs constant repair.,QUALITY,negative
876,First the screen goes completely out.,OPERATION_PERFORMANCE,negative
877,"Then HP sends it back to me with the hardware screwed up, not able to connect.",QUALITY,negative
878,"Now the screen is going darker, darker, darker.",OPERATION_PERFORMANCE,negative
879,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"QUALITY,OTHERS","negative,negative"
880,"Oh yeah, don't forget the expensive shipping to and from HP.",OTHERS,negative
881,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"OTHERS,GENERAL","negative,negative"
882,So far so good with this laptop.,GENERAL,positive
883,"Fan vents to the side, so no cooling pad needed, great feature!",DESIGN_FEATURES,positive
884,Screen is crystal clear and the system is very responsive.,"QUALITY,OPERATION_PERFORMANCE","positive,positive"
885,Memory is upgradable.,OTHERS,positive
886,The only thing I would change about it is the mouse keys.,GENERAL,negative
887,They click.,QUALITY,negative
888,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","QUALITY,GENERAL,OTHERS","negative,positive,positive"
889,I HATE this one.,GENERAL,negative
890,Vista is a nightmare.,GENERAL,negative
891,No tutorials on the display.,OTHERS,negative
892,The book is useless.,OTHERS,negative
893,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"OTHERS,OTHERS","negative,negative"
894,Thinking about returning it,GENERAL,negative
895,The Macbook is a fantastic laptop.,GENERAL,positive
896,You will love this macbook if you choose to buy it.,GENERAL,positive
897,The macbook rarely requires a hard reboot.,OPERATION_PERFORMANCE,positive
898,It just works flawlessly!,OPERATION_PERFORMANCE,positive
899,Its hard to encounter a problem on a mac that would require such abrupt action.,GENERAL,positive
900,"I honestly love my mac, thats why I am a self proclaimed mac addict.","GENERAL,GENERAL","positive,positive"
901,This was purchased for my daughter and I was pleasantly surprised.,GENERAL,positive
902,It had the full sized touch pad with 2 buttons instead of just one.,DESIGN_FEATURES,positive
903,It made the computer much easier to use and navigate.,OTHERS,positive
904,Keyboard was also very nice and had a solid feel.,"GENERAL,QUALITY","positive,positive"
905,This system came loaded with Windows 7 Starter.,GENERAL,neutral
906,"So far, so good.",GENERAL,positive
907,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",QUALITY,negative
908,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",QUALITY,negative
909,Quite simply this is the best laptop I have ever owned.,GENERAL,positive
910,"For me, five stars is not enough.",GENERAL,positive
911,"I love the 15"" MacBook Pro.",GENERAL,positive
912,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",GENERAL,positive
913,It was very easy to just pick up and use--,OTHERS,positive
914,It did not take long to get used to the Mac OS.,OTHERS,positive
915,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","DESIGN_FEATURES,DESIGN_FEATURES,OTHERS","positive,positive,positive"
916,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",DESIGN_FEATURES,neutral
917,The built-in webcam is great for Skype and similar video-chat services.,OTHERS,positive
918,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","OTHERS,OTHERS","positive,positive"
919,"All-in-all, I would definitely recommend this product for nearly everyone.",GENERAL,positive
920,I love it!,GENERAL,positive
921,They definitely have a superior product!,"GENERAL,GENERAL","positive,positive"
922,"Its not just slow on the internet, its slow in general.","OPERATION_PERFORMANCE,OTHERS","negative,negative"
923,No I am generous calling it slow.,OPERATION_PERFORMANCE,negative
924,its more like a snail crawl.,OPERATION_PERFORMANCE,negative
925,he can't stand it.,GENERAL,negative
926,I can't begin to say how disappointed I am.,GENERAL,negative
927,I should have spent an extra hundred bucks and got a full sized computer.,GENERAL,negative
928,"the key bindings take a little getting used to, but have loved the Macbook Pro.","OTHERS,GENERAL","neutral,positive"
929,Delivery was early too.,QUALITY,positive
930,It allows me to do everything I need from a computer and more.,GENERAL,positive
931,"With awesome graphics and assuring security, it's perfect!","GENERAL,QUALITY,GENERAL","positive,positive,positive"
932,I'd recommend this laptop to anyone!,GENERAL,positive
933,The Toshiba Satellite laptop is  DESIGNED  to fail !,GENERAL,negative
934,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"QUALITY,QUALITY","negative,negative"
935,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,QUALITY,negative
936,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,QUALITY,negative
937,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,QUALITY,negative
938,"It has far exceeded my expectations for power, storage, and abilitiy.","OPERATION_PERFORMANCE,DESIGN_FEATURES,OTHERS","positive,positive,positive"
939,It is easy to navigate and update programs.,OTHERS,positive
940,I've never had problems with viruses.,QUALITY,positive
941,My next laptop will also be a Mac!,GENERAL,positive
942,I would like to tell you about the best laptop I just got from Mac.,GENERAL,positive
943,My mac laptop is fabulous in both areas.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive"
944,It gives me the power and speed that I need to run all the programs I use to edit.,OPERATION_PERFORMANCE,positive
945,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.","OPERATION_PERFORMANCE,OTHERS,OTHERS","positive,positive,positive"
946,I would buy one of these for every person in my office if I could.,GENERAL,positive
947,"In my line of work, I often have to take work home, and this makes it so easy.",OTHERS,positive
948,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","DESIGN_FEATURES,OTHERS","positive,positive"
949,"The apple care has never failed me, and I expect it to be the same for this computer as well.",GENERAL,positive
950,I will only buy apple laptops from now on.,GENERAL,positive
951,"Great laptop for school, easy to use for beginners in the household.","OTHERS,OTHERS","positive,positive"
952,Keyboard is great but primary and secondary control buttons could be more durable.,"GENERAL,QUALITY","positive,negative"
953,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,"OPERATION_PERFORMANCE,GENERAL,OTHERS,GENERAL","negative,positive,neutral,neutral"
954,My MacBook Pro has been a huge disappointment.,GENERAL,negative
955,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","QUALITY,OPERATION_PERFORMANCE","negative,negative"
956,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.","OPERATION_PERFORMANCE,QUALITY,OPERATION_PERFORMANCE","negative,negative,negative"
957,I would not recommend this product to anyone.,GENERAL,negative
958,"Screen is awesome, battery life is good.","GENERAL,OPERATION_PERFORMANCE","positive,positive"
959,Really like the textured surface which shows no fingerprints.,QUALITY,positive
960,Good laptop for the money.,"GENERAL,OTHERS","positive,neutral"
961,"Speakers don't get that loud, but good enough.",QUALITY,neutral
962,They don't crash.,OPERATION_PERFORMANCE,positive
963,"If a website ever freezes (which is rare), its really easy to force quit.",OPERATION_PERFORMANCE,positive
964,Never been hacked.,QUALITY,positive
965,No viruses.,QUALITY,positive
966,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",QUALITY,positive
967,A mac is very easy to use and it simply makes sense.,OTHERS,positive
968,Its also FUN to use!,GENERAL,positive
969,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","GENERAL,DESIGN_FEATURES","positive,positive"
970,She said its very user friendly.,OTHERS,positive
971,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","GENERAL,OPERATION_PERFORMANCE,DESIGN_FEATURES,DESIGN_FEATURES,OTHERS","positive,positive,positive,positive,positive"
972,"I am very happy I bought this Mac, well worth the extra money.","OTHERS,GENERAL","neutral,positive"
973,Now that I have it I see that I really needed this for much more.,GENERAL,positive
974,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",OPERATION_PERFORMANCE,positive
975,I have not had a problem with the applications quitting or freezing.,OPERATION_PERFORMANCE,positive
976,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,"OPERATION_PERFORMANCE,GENERAL","positive,positive"
977,That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,GENERAL,positive
978,My MacBook Pro is no exception.,GENERAL,positive
979,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"OTHERS,OPERATION_PERFORMANCE","positive,positive"
